name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age,brand,price_category,mileage_category,age_category,log_price,owner_encoded,transmission_encoded,fuel_encoded,seller_type_encoded,brand_encoded,price_category_encoded,mileage_category_encoded,age_category_encoded
Tata Sumo Gold EX,2013,250000,90000,Diesel,Individual,Manual,Second Owner,11,Tata,Budget,Medium,Old,12.429216196844383,1,0,1,1,25,0,1,2
Toyota Innova Crysta 2.4 VX MT BSIV,2017,1300000,70000,Diesel,Individual,Manual,First Owner,7,Toyota,Luxury,Medium,Recent,14.077874822431765,0,0,1,1,26,3,1,1
Mahindra Quanto C6,2014,250000,1,Diesel,Individual,Manual,Second Owner,10,Mahindra,Budget,Low,Old,12.429216196844383,1,0,1,1,17,0,0,2
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,450000,192000,Diesel,Individual,Manual,First Owner,15,Toyota,Mid-Range,High,Old,13.017002861746503,0,0,1,1,26,1,2,2
Maruti Wagon R LX Minor,2013,240000,70000,Petrol,Individual,Manual,Fourth & Above Owner,11,Maruti,Budget,Medium,Old,12.388394202324129,3,0,4,1,18,0,1,2
Mahindra Bolero DI DX 7 Seater,2007,225000,120000,Diesel,Individual,Manual,Second Owner,17,Mahindra,Budget,High,Very Old,12.323855681186558,1,0,1,1,17,0,2,3
Maruti Wagon R VXI Optional,2015,275000,60000,Petrol,Individual,Manual,Second Owner,9,Maruti,Budget,Medium,Old,12.524526376648708,1,0,4,1,18,0,1,2
Tata Sumo Victa CX 7/9 Str BSII,2012,320000,120000,Diesel,Individual,Manual,Second Owner,12,Tata,Mid-Range,High,Old,12.676076274775909,1,0,1,1,25,1,2,2
Maruti Alto LX BSIII,2008,75000,120000,Petrol,Individual,Manual,First Owner,16,Maruti,Budget,High,Very Old,11.225243392518447,0,0,4,1,18,0,2,3
Tata Indica GLS BS IV,2007,85000,50000,Petrol,Individual,Manual,Second Owner,17,Tata,Budget,Low,Very Old,11.350406535472453,1,0,4,1,25,0,0,3
Tata Indica Vista Aqua TDI BSIII,2009,90000,120000,Diesel,Individual,Manual,First Owner,15,Tata,Budget,High,Old,11.407564949312402,0,0,1,1,25,0,2,2
Maruti Wagon R LXI Minor,2007,85000,80000,Petrol,Individual,Manual,Second Owner,17,Maruti,Budget,Medium,Very Old,11.350406535472453,1,0,4,1,18,0,1,3
Mahindra Scorpio M2DI,2008,350000,80000,Diesel,Individual,Manual,Second Owner,16,Mahindra,Mid-Range,Medium,Very Old,12.765688433465597,1,0,1,1,17,1,1,3
Skoda Superb Elegance 2.0 TDI CR AT,2009,355000,100000,Diesel,Individual,Automatic,Second Owner,15,Skoda,Mid-Range,Medium,Old,12.779873068457553,1,1,1,1,24,1,1,2
Maruti Swift VXI,2020,619000,1500,Petrol,Individual,Manual,First Owner,4,Maruti,Premium,Low,Recent,13.335860551666734,0,0,4,1,18,2,0,1
Jeep Compass 2.0 Longitude Option BSIV,2018,1700000,50000,Diesel,Individual,Manual,First Owner,6,Jeep,Luxury,Low,Recent,14.346138809026444,0,0,1,1,13,3,0,1
Tata Indica DL,2006,55000,100000,Diesel,Individual,Manual,Second Owner,18,Tata,Budget,Medium,Very Old,10.915088464214607,1,0,1,1,25,0,1,3
Ford Fiesta 1.6 ZXi Leather,2006,95000,83411,Petrol,Individual,Manual,First Owner,18,Ford,Budget,Medium,Very Old,11.461632170582678,0,0,4,1,8,0,1,3
Volkswagen Vento Diesel Highline,2011,300000,120000,Diesel,Individual,Manual,Second Owner,13,Volkswagen,Budget,High,Old,12.611537753638338,1,0,1,1,27,0,2,2
Ford Fiesta 1.6 ZXi Leather,2006,81000,83411,Petrol,Individual,Manual,First Owner,18,Ford,Budget,Medium,Very Old,11.302204433654575,0,0,4,1,8,0,1,3
Skoda Superb Elegance 2.0 TDI CR AT,2015,1000000,80000,Diesel,Individual,Automatic,Second Owner,9,Skoda,Premium,Medium,Old,13.815510557964274,1,1,1,1,24,2,1,2
Maruti Ertiga VDI,2019,925000,50000,Diesel,Individual,Manual,First Owner,5,Maruti,Premium,Low,Recent,13.737549016494562,0,0,1,1,18,2,0,1
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,450000,40000,Diesel,Individual,Manual,First Owner,9,Mahindra,Mid-Range,Low,Old,13.017002861746503,0,0,1,1,17,1,0,2
Mahindra Scorpio EX,2014,600000,13270,Diesel,Individual,Manual,First Owner,10,Mahindra,Mid-Range,Low,Old,13.304684934198283,0,0,1,1,17,1,0,2
Hyundai Santro Xing XL AT eRLX Euro III,2006,85000,100000,Petrol,Individual,Automatic,Third Owner,18,Hyundai,Budget,Medium,Very Old,11.350406535472453,2,1,4,1,10,0,1,3
Mahindra Thar DI 4X4 PS,2016,700000,50000,Diesel,Individual,Manual,First Owner,8,Mahindra,Premium,Low,Old,13.458835614025542,0,0,1,1,17,2,0,2
Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,486000,26500,Petrol,Individual,Manual,First Owner,7,Hyundai,Mid-Range,Low,Recent,13.093963902882631,0,0,4,1,10,1,0,1
Maruti Swift VDI,2013,400000,90000,Diesel,Individual,Manual,First Owner,11,Maruti,Mid-Range,Medium,Old,12.89921982609012,0,0,1,1,18,1,1,2
Ford Fiesta 1.4 Duratec ZXI,2008,120000,100000,Petrol,Individual,Manual,Third Owner,16,Ford,Budget,Medium,Very Old,11.695247021764184,2,0,4,1,8,0,1,3
Maruti Alto 800 LXI,2018,275000,35000,Petrol,Individual,Manual,First Owner,6,Maruti,Budget,Low,Recent,12.524526376648708,0,0,4,1,18,0,0,1
Hyundai i20 Asta Option 1.4 CRDi,2016,580000,57000,Diesel,Individual,Manual,First Owner,8,Hyundai,Mid-Range,Medium,Old,13.270783382522602,0,0,1,1,10,1,1,2
Maruti Swift Dzire LXI,2015,375000,70000,Petrol,Individual,Manual,First Owner,9,Maruti,Mid-Range,Medium,Old,12.834681304952548,0,0,4,1,18,1,1,2
Maruti Wagon R VXI BS IV with ABS,2015,229999,100000,Petrol,Individual,Manual,Third Owner,9,Maruti,Budget,Medium,Old,12.345830240069793,2,0,4,1,18,0,1,2
Maruti Alto LX,2010,110000,88000,Petrol,Individual,Manual,Second Owner,14,Maruti,Budget,Medium,Old,11.608235644774552,1,0,4,1,18,0,1,2
Maruti Swift Dzire VDI,2017,600000,60000,Diesel,Individual,Manual,First Owner,7,Maruti,Mid-Range,Medium,Recent,13.304684934198283,0,0,1,1,18,1,1,1
Maruti A-Star Vxi,2009,120000,76000,Petrol,Individual,Manual,Second Owner,15,Maruti,Budget,Medium,Old,11.695247021764184,1,0,4,1,18,0,1,2
Ford Figo Diesel Titanium,2010,200000,100000,Diesel,Individual,Manual,Second Owner,14,Ford,Budget,Medium,Old,12.206072645530174,1,0,1,1,8,0,1,2
Hyundai Verna 1.6 SX CRDi (O),2012,450000,110000,Diesel,Individual,Manual,Second Owner,12,Hyundai,Mid-Range,High,Old,13.017002861746503,1,0,1,1,10,1,2,2
Hyundai Verna 1.6 SX CRDi (O),2012,550000,80000,Diesel,Individual,Manual,Second Owner,12,Hyundai,Mid-Range,Medium,Old,13.217673557208654,1,0,1,1,10,1,1,2
Maruti Alto LX,2012,220000,80000,Petrol,Individual,Manual,Second Owner,12,Maruti,Budget,Medium,Old,12.301382825334498,1,0,4,1,18,0,1,2
Maruti 800 EX,2001,40000,30000,Petrol,Individual,Manual,First Owner,23,Maruti,Budget,Low,Very Old,10.596634733096073,0,0,4,1,18,0,0,3
Renault KWID Climber 1.0 AMT,2017,300000,20000,Petrol,Individual,Automatic,First Owner,7,Renault,Budget,Low,Recent,12.611537753638338,0,1,4,1,23,0,0,1
Mahindra Bolero Power Plus SLE,2018,630000,40000,Diesel,Individual,Manual,First Owner,6,Mahindra,Premium,Low,Recent,13.353475098367715,0,0,1,1,17,2,0,1
Maruti Swift Dzire VDI,2017,610000,40000,Diesel,Individual,Manual,Second Owner,7,Maruti,Premium,Low,Recent,13.321214236149494,1,0,1,1,18,2,0,1
Hyundai Xcent 1.2 VTVT S,2019,660000,7000,Petrol,Individual,Manual,Second Owner,5,Hyundai,Premium,Low,Recent,13.399995114002609,1,0,4,1,10,2,0,1
Maruti Wagon R LXI LPG BSIV,2012,220000,80000,LPG,Individual,Manual,Second Owner,12,Maruti,Budget,Medium,Old,12.301382825334498,1,0,3,1,18,0,1,2
Nissan Micra Diesel XV Premium,2011,138000,90000,Diesel,Individual,Manual,Second Owner,13,Nissan,Budget,Medium,Old,11.835008964139341,1,0,1,1,21,0,1,2
Nissan Micra Diesel XV Premium,2013,210000,13770,Diesel,Individual,Manual,First Owner,11,Nissan,Budget,Low,Old,12.254862809699606,0,0,1,1,21,0,0,2
Maruti Zen LXi - BS III,2005,125000,34000,Petrol,Dealer,Manual,First Owner,19,Maruti,Budget,Low,Very Old,11.736069016284437,0,0,4,0,18,0,0,3
Maruti Alto LXi BSIII,2008,125000,102000,Petrol,Dealer,Manual,First Owner,16,Maruti,Budget,High,Very Old,11.736069016284437,0,0,4,0,18,0,2,3
Honda City i DTEC SV,2014,725000,110000,Diesel,Individual,Manual,First Owner,10,Honda,Premium,High,Old,13.493926933836812,0,0,1,1,9,2,2,2
Maruti Alto K10 2010-2014 VXI,2011,170000,90000,Petrol,Individual,Manual,Second Owner,13,Maruti,Budget,Medium,Old,12.043553716032399,1,0,4,1,18,0,1,2
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1200000,70000,Diesel,Individual,Manual,Third Owner,9,Toyota,Luxury,Medium,Old,13.997832114758229,2,0,1,1,26,3,1,2
Maruti Wagon R VXI BSIII,2003,70000,90000,Petrol,Individual,Manual,Second Owner,21,Maruti,Budget,Medium,Very Old,11.156250521031495,1,0,4,1,18,0,1,3
Maruti Alto LXi,2007,100000,70000,Petrol,Individual,Manual,Second Owner,17,Maruti,Budget,Medium,Very Old,11.512925464970229,1,0,4,1,18,0,1,3
Honda Civic 1.8 (E) MT,2006,300000,80000,Petrol,Individual,Manual,Second Owner,18,Honda,Budget,Medium,Very Old,12.611537753638338,1,0,4,1,9,0,1,3
Maruti Swift VDI,2013,450000,100000,Diesel,Individual,Manual,Second Owner,11,Maruti,Mid-Range,Medium,Old,13.017002861746503,1,0,1,1,18,1,1,2
Maruti Swift Dzire VDI,2015,530000,100000,Diesel,Individual,Manual,First Owner,9,Maruti,Mid-Range,Medium,Old,13.180632285528304,0,0,1,1,18,1,1,2
Maruti Zen Estilo 1.1 LXI BSIII,2007,100000,143000,Petrol,Individual,Manual,Third Owner,17,Maruti,Budget,High,Very Old,11.512925464970229,2,0,4,1,18,0,2,3
Honda City 1.5 V MT,2010,350000,115000,Petrol,Individual,Manual,Second Owner,14,Honda,Mid-Range,High,Old,12.765688433465597,1,0,4,1,9,1,2,2
Tata Manza ELAN Quadrajet BS IV,2011,165000,100000,Diesel,Individual,Manual,Second Owner,13,Tata,Budget,Medium,Old,12.013700752882718,1,0,1,1,25,0,1,2
Maruti Swift Dzire ZDI,2019,475000,120000,Diesel,Individual,Manual,Second Owner,5,Maruti,Mid-Range,High,Recent,13.071070083016778,1,0,1,1,18,1,2,1
Mahindra Xylo E4 ABS BS IV,2013,350000,42000,Diesel,Individual,Manual,First Owner,11,Mahindra,Mid-Range,Low,Old,12.765688433465597,0,0,1,1,17,1,0,2
Renault KWID RXL,2016,229999,38000,Petrol,Individual,Manual,First Owner,8,Renault,Budget,Low,Old,12.345830240069793,0,0,4,1,23,0,0,2
Honda WR-V i-DTEC VX,2018,800000,35000,Diesel,Individual,Manual,First Owner,6,Honda,Premium,Low,Recent,13.592367006650065,0,0,1,1,9,2,0,1
Maruti Swift Dzire ZDI,2014,475000,120000,Diesel,Individual,Manual,Second Owner,10,Maruti,Mid-Range,High,Old,13.071070083016778,1,0,1,1,18,1,2,2
Nissan Terrano XL 110 PS,2014,425000,136906,Diesel,Individual,Manual,First Owner,10,Nissan,Mid-Range,High,Old,12.959844447906553,0,0,1,1,21,1,2,2
Maruti Ciaz VDi Plus,2015,660000,97000,Diesel,Individual,Manual,Second Owner,9,Maruti,Premium,Medium,Old,13.399995114002609,1,0,1,1,18,2,1,2
Honda Amaze S CVT Petrol,2019,610000,10000,Petrol,Individual,Automatic,First Owner,5,Honda,Premium,Low,Recent,13.321214236149494,0,1,4,1,9,2,0,1
Honda Brio S MT,2013,240000,50000,Petrol,Individual,Manual,Third Owner,11,Honda,Budget,Low,Old,12.388394202324129,2,0,4,1,9,0,0,2
Maruti Esteem Lxi,2005,70000,60000,Petrol,Individual,Manual,Second Owner,19,Maruti,Budget,Medium,Very Old,11.156250521031495,1,0,4,1,18,0,1,3
Toyota Corolla Altis Diesel D4DGL,2011,550000,120000,Diesel,Individual,Manual,First Owner,13,Toyota,Mid-Range,High,Old,13.217673557208654,0,0,1,1,26,1,2,2
Tata Indica Vista Aura 1.2 Safire,2010,100000,120000,Petrol,Individual,Manual,Second Owner,14,Tata,Budget,High,Old,11.512925464970229,1,0,4,1,25,0,2,2
Mahindra Bolero SLE,2010,350000,90000,Diesel,Individual,Manual,Second Owner,14,Mahindra,Mid-Range,Medium,Old,12.765688433465597,1,0,1,1,17,1,1,2
Hyundai EON Era Plus,2013,200000,120000,Petrol,Individual,Manual,First Owner,11,Hyundai,Budget,High,Old,12.206072645530174,0,0,4,1,10,0,2,2
Hyundai Elite i20 Asta Option CVT BSIV,2019,720000,3000,Petrol,Individual,Automatic,First Owner,5,Hyundai,Premium,Low,Recent,13.487006490992238,0,1,4,1,10,2,0,1
Maruti Ritz VDi,2014,350000,133000,Diesel,Individual,Manual,First Owner,10,Maruti,Mid-Range,High,Old,12.765688433465597,0,0,1,1,18,1,2,2
Maruti Wagon R VXI BS IV,2016,400000,25000,Petrol,Individual,Manual,First Owner,8,Maruti,Mid-Range,Low,Old,12.89921982609012,0,0,4,1,18,1,0,2
Hyundai i20 Active 1.2 S,2017,570000,35000,Petrol,Individual,Manual,First Owner,7,Hyundai,Mid-Range,Low,Recent,13.253391639810733,0,0,4,1,10,1,0,1
Maruti Omni MPI STD BSIV,2015,130000,70000,Petrol,Individual,Manual,First Owner,9,Maruti,Budget,Medium,Old,11.77528972943772,0,0,4,1,18,0,1,2
Maruti Alto 800 LXI,2016,210000,52000,Petrol,Individual,Manual,First Owner,8,Maruti,Budget,Medium,Old,12.254862809699606,0,0,4,1,18,0,1,2
Hyundai Creta 1.4 E Plus,2018,800000,52000,Diesel,Individual,Manual,First Owner,6,Hyundai,Premium,Medium,Recent,13.592367006650065,0,0,1,1,10,2,1,1
Honda Jazz 1.5 E i DTEC,2017,700000,39000,Diesel,Individual,Manual,First Owner,7,Honda,Premium,Low,Recent,13.458835614025542,0,0,1,1,9,2,0,1
Tata Indica Vista Quadrajet VX,2011,200000,28689,Diesel,Individual,Manual,First Owner,13,Tata,Budget,Low,Old,12.206072645530174,0,0,1,1,25,0,0,2
Tata Aria Pure LX 4x2,2014,495000,90000,Diesel,Individual,Manual,Second Owner,10,Tata,Mid-Range,Medium,Old,13.112313041550827,1,0,1,1,25,1,1,2
Ford Fiesta Classic 1.4 Duratorq CLXI,2014,325000,80322,Diesel,Dealer,Manual,First Owner,10,Ford,Mid-Range,Medium,Old,12.691580461311874,0,0,1,0,8,1,1,2
Ford Freestyle Trend Petrol BSIV,2019,650000,8000,Petrol,Individual,Manual,First Owner,5,Ford,Premium,Low,Recent,13.38472764187182,0,0,4,1,8,2,0,1
Mahindra Jeep MM 775 XDB,2000,155000,50000,Diesel,Individual,Manual,Second Owner,24,Mahindra,Budget,Low,Very Old,11.951180395901384,1,0,1,1,17,0,0,3
Maruti 800 AC BSIII,2007,75000,90000,Petrol,Individual,Manual,Second Owner,17,Maruti,Budget,Medium,Very Old,11.225243392518447,1,0,4,1,18,0,1,3
Hyundai Grand i10 1.2 CRDi Magna,2015,350000,61658,Diesel,Dealer,Manual,First Owner,9,Hyundai,Mid-Range,Medium,Old,12.765688433465597,0,0,1,0,10,1,1,2
Maruti Zen Estilo LX BSIV,2010,90000,50000,Petrol,Individual,Manual,Third Owner,14,Maruti,Budget,Low,Old,11.407564949312402,2,0,4,1,18,0,0,2
Maruti Ertiga SHVS VDI,2016,600000,80000,Diesel,Individual,Manual,First Owner,8,Maruti,Mid-Range,Medium,Old,13.304684934198283,0,0,1,1,18,1,1,2
Mahindra Scorpio SLE BSIII,2010,400000,185000,Diesel,Individual,Manual,First Owner,14,Mahindra,Mid-Range,High,Old,12.89921982609012,0,0,1,1,17,1,2,2
Maruti Swift VDI BSIV,2014,370000,57000,Diesel,Individual,Manual,Second Owner,10,Maruti,Mid-Range,Medium,Old,12.821258284620408,1,0,1,1,18,1,1,2
Maruti 800 DX,2000,50000,60000,Petrol,Individual,Manual,First Owner,24,Maruti,Budget,Medium,Very Old,10.819778284410283,0,0,4,1,18,0,1,3
Honda City 1.5 GXI,2004,125000,120000,Petrol,Individual,Manual,Second Owner,20,Honda,Budget,High,Very Old,11.736069016284437,1,0,4,1,9,0,2,3
Honda CR-V Diesel 4WD,2018,1800000,26000,Diesel,Individual,Automatic,First Owner,6,Honda,Luxury,Low,Recent,14.403297222866392,0,1,1,1,9,3,0,1
Hyundai Grand i10 1.2 Kappa Magna AT,2019,650000,20000,Petrol,Individual,Automatic,First Owner,5,Hyundai,Premium,Low,Recent,13.38472764187182,0,1,4,1,10,2,0,1
Maruti Ertiga BSIV VXI AT,2017,800000,30600,Petrol,Individual,Automatic,First Owner,7,Maruti,Premium,Low,Recent,13.592367006650065,0,1,4,1,18,2,0,1
Volkswagen Polo 1.0 TSI Highline Plus,2020,802000,5000,Petrol,Individual,Manual,First Owner,4,Volkswagen,Premium,Low,Recent,13.594863886848652,0,0,4,1,27,2,0,1
Audi A4 35 TDI Premium,2015,2300000,35000,Diesel,Individual,Automatic,Third Owner,9,Audi,Luxury,Low,Old,14.648419680899378,2,1,1,1,1,3,0,2
Hyundai Xcent 1.1 CRDi SX,2016,430000,35000,Diesel,Individual,Manual,First Owner,8,Hyundai,Mid-Range,Low,Old,12.971540487669746,0,0,1,1,10,1,0,2
Hyundai Verna 1.6 SX VTVT,2017,650000,23000,Petrol,Individual,Manual,First Owner,7,Hyundai,Premium,Low,Recent,13.38472764187182,0,0,4,1,10,2,0,1
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2004,170000,120000,Diesel,Individual,Manual,First Owner,20,Mahindra,Budget,High,Very Old,12.043553716032399,0,0,1,1,17,0,2,3
Skoda Superb Elegance 2.0 TDI CR AT,2011,450000,235000,Diesel,Individual,Automatic,First Owner,13,Skoda,Mid-Range,Very High,Old,13.017002861746503,0,1,1,1,24,1,3,2
Maruti Alto 800 LXI,2013,250000,87000,Petrol,Individual,Manual,First Owner,11,Maruti,Budget,Medium,Old,12.429216196844383,0,0,4,1,18,0,1,2
Ford Ecosport 1.0 Ecoboost Titanium,2014,550000,72000,Petrol,Individual,Manual,Second Owner,10,Ford,Mid-Range,Medium,Old,13.217673557208654,1,0,4,1,8,1,1,2
Jaguar XF 3.0 Litre S Premium Luxury,2013,2000000,64000,Diesel,Individual,Automatic,Second Owner,11,Jaguar,Luxury,Medium,Old,14.508657738524219,1,1,1,1,12,3,1,2
Maruti Zen Estilo VXI BSIII,2007,140000,100000,Petrol,Individual,Manual,Second Owner,17,Maruti,Budget,Medium,Very Old,11.84939770159144,1,0,4,1,18,0,1,3
Chevrolet Beat LT,2012,155000,12000,Petrol,Individual,Manual,First Owner,12,Chevrolet,Budget,Low,Old,11.951180395901384,0,0,4,1,3,0,0,2
Hyundai Accent Executive,2010,120000,67000,Petrol,Individual,Manual,Third Owner,14,Hyundai,Budget,Medium,Old,11.695247021764184,2,0,4,1,10,0,1,2
Toyota Innova 2.5 E 8 STR,2012,287000,70000,Diesel,Individual,Manual,First Owner,12,Toyota,Budget,Medium,Old,12.567237494741757,0,0,1,1,26,0,1,2
Maruti Baleno Alpha 1.3,2016,675000,60000,Diesel,Individual,Manual,First Owner,8,Maruti,Premium,Medium,Old,13.422467969854667,0,0,1,1,18,2,1,2
Hyundai i10 Magna 1.2 iTech SE,2011,235000,74500,Petrol,Individual,Manual,Second Owner,13,Hyundai,Budget,Medium,Old,12.367340793126296,1,0,4,1,10,0,1,2
Hyundai i20 1.4 CRDi Asta,2011,300000,118700,Diesel,Individual,Manual,Second Owner,13,Hyundai,Budget,High,Old,12.611537753638338,1,0,1,1,10,0,2,2
Nissan Micra XL CVT,2015,434999,40000,Petrol,Individual,Automatic,Second Owner,9,Nissan,Mid-Range,Low,Old,12.983099011217604,1,1,4,1,21,1,0,2
Mahindra Scorpio VLX AT 2WD BSIII,2004,225000,223660,Diesel,Individual,Automatic,Third Owner,20,Mahindra,Budget,Very High,Very Old,12.323855681186558,2,1,1,1,17,0,3,3
Toyota Corolla AE,2006,160000,140000,Petrol,Individual,Manual,Second Owner,18,Toyota,Budget,High,Very Old,11.982929094215963,1,0,4,1,26,0,2,3
Hyundai Grand i10 Nios Sportz,2020,600000,5000,Petrol,Individual,Manual,First Owner,4,Hyundai,Mid-Range,Low,Recent,13.304684934198283,0,0,4,1,10,1,0,1
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2016,470000,100000,Diesel,Individual,Manual,Second Owner,8,Chevrolet,Mid-Range,Medium,Old,13.060487973686241,1,0,1,1,3,1,1,2
Maruti Swift Dzire VXi,2011,300000,100000,Petrol,Individual,Manual,Second Owner,13,Maruti,Budget,Medium,Old,12.611537753638338,1,0,4,1,18,0,1,2
Maruti Baleno Delta 1.2,2018,600000,2000,Petrol,Individual,Manual,First Owner,6,Maruti,Mid-Range,Low,Recent,13.304684934198283,0,0,4,1,18,1,0,1
Hyundai Grand i10 Nios AMT Magna,2020,640000,4000,Petrol,Individual,Automatic,First Owner,4,Hyundai,Premium,Low,Recent,13.369223455335854,0,1,4,1,10,2,0,1
Tata Indica DLS,2006,50000,120000,Diesel,Individual,Manual,Fourth & Above Owner,18,Tata,Budget,High,Very Old,10.819778284410283,3,0,1,1,25,0,2,3
Hyundai Verna 1.6 VTVT S,2015,600000,35000,Petrol,Individual,Manual,First Owner,9,Hyundai,Mid-Range,Low,Old,13.304684934198283,0,0,4,1,10,1,0,2
Hyundai i10 Magna LPG,2014,290000,29000,LPG,Individual,Manual,First Owner,10,Hyundai,Budget,Low,Old,12.577636201962656,0,0,3,1,10,0,0,2
Hyundai Verna 1.6 VTVT S,2015,600000,30000,Petrol,Individual,Manual,First Owner,9,Hyundai,Mid-Range,Low,Old,13.304684934198283,0,0,4,1,10,1,0,2
Tata Manza Aqua Quadrajet BS IV,2012,190000,120000,Diesel,Individual,Manual,First Owner,12,Tata,Budget,High,Old,12.154779351142624,0,0,1,1,25,0,2,2
Hyundai i10 Era 1.1,2008,160000,110000,Petrol,Individual,Manual,Third Owner,16,Hyundai,Budget,High,Very Old,11.982929094215963,2,0,4,1,10,0,2,3
Maruti Alto K10 VXI,2017,325000,15000,Petrol,Individual,Manual,First Owner,7,Maruti,Mid-Range,Low,Recent,12.691580461311874,0,0,4,1,18,1,0,1
Mahindra Bolero DI,2006,200000,73756,Diesel,Individual,Manual,First Owner,18,Mahindra,Budget,Medium,Very Old,12.206072645530174,0,0,1,1,17,0,1,3
Toyota Fortuner 2.8 2WD AT BSIV,2018,2800000,40000,Diesel,Individual,Automatic,First Owner,6,Toyota,Luxury,Low,Recent,14.845129975145433,0,1,1,1,26,3,0,1
Chevrolet Spark 1.0 LS,2011,125000,60000,Petrol,Individual,Manual,Third Owner,13,Chevrolet,Budget,Medium,Old,11.736069016284437,2,0,4,1,3,0,1,2
Hyundai i10 Magna 1.1,2008,155000,60000,Petrol,Individual,Manual,Fourth & Above Owner,16,Hyundai,Budget,Medium,Very Old,11.951180395901384,3,0,4,1,10,0,1,3
Hyundai i20 Asta 1.4 CRDi,2015,550000,90000,Diesel,Individual,Manual,First Owner,9,Hyundai,Mid-Range,Medium,Old,13.217673557208654,0,0,1,1,10,1,1,2
Maruti Wagon R LX BSIII,2009,130000,70000,Petrol,Individual,Manual,Fourth & Above Owner,15,Maruti,Budget,Medium,Old,11.77528972943772,3,0,4,1,18,0,1,2
Maruti 800 AC,2002,80000,70000,Petrol,Individual,Manual,Second Owner,22,Maruti,Budget,Medium,Very Old,11.289781913656018,1,0,4,1,18,0,1,3
Toyota Etios Cross 1.4L GD,2015,500000,80000,Diesel,Individual,Manual,Second Owner,9,Toyota,Mid-Range,Medium,Old,13.122363377404328,1,0,1,1,26,1,1,2
Renault KWID RXT BSIV,2019,250000,27000,Petrol,Individual,Manual,First Owner,5,Renault,Budget,Low,Recent,12.429216196844383,0,0,4,1,23,0,0,1
Mahindra XUV500 W8 2WD,2012,580000,70000,Diesel,Individual,Manual,First Owner,12,Mahindra,Mid-Range,Medium,Old,13.270783382522602,0,0,1,1,17,1,1,2
Daewoo Matiz SD,2002,60000,50000,Petrol,Individual,Manual,First Owner,22,Daewoo,Budget,Low,Very Old,11.002099841204238,0,0,4,1,4,0,0,3
Toyota Etios GD,2012,300000,185000,Diesel,Individual,Manual,First Owner,12,Toyota,Budget,High,Old,12.611537753638338,0,0,1,1,26,0,2,2
Ford Figo Diesel Titanium,2014,200000,90000,Diesel,Individual,Manual,Second Owner,10,Ford,Budget,Medium,Old,12.206072645530174,1,0,1,1,8,0,1,2
Tata Hexa XT,2017,1200000,16400,Diesel,Individual,Manual,First Owner,7,Tata,Luxury,Low,Recent,13.997832114758229,0,0,1,1,25,3,0,1
Toyota Etios Cross 1.4L GD,2015,350000,80000,Diesel,Individual,Manual,Second Owner,9,Toyota,Mid-Range,Medium,Old,12.765688433465597,1,0,1,1,26,1,1,2
Mahindra XUV500 W8 4WD,2012,600000,80000,Diesel,Individual,Manual,Second Owner,12,Mahindra,Mid-Range,Medium,Old,13.304684934198283,1,0,1,1,17,1,1,2
Honda Jazz V,2019,650000,4000,Petrol,Individual,Manual,First Owner,5,Honda,Premium,Low,Recent,13.38472764187182,0,0,4,1,9,2,0,1
Maruti A-Star Lxi,2008,120000,40000,Petrol,Individual,Manual,First Owner,16,Maruti,Budget,Low,Very Old,11.695247021764184,0,0,4,1,18,0,0,3
Tata New Safari DICOR 2.2 EX 4x2,2010,180000,120000,Diesel,Individual,Manual,Second Owner,14,Tata,Budget,High,Old,12.100712129872347,1,0,1,1,25,0,2,2
Hyundai Verna VTVT 1.6 AT SX Option,2018,950000,41395,Petrol,Individual,Automatic,First Owner,6,Hyundai,Premium,Low,Recent,13.764217263576723,0,1,4,1,10,2,0,1
Tata Manza Aura Quadrajet BS IV,2012,250999,35000,Diesel,Individual,Manual,Second Owner,12,Tata,Budget,Low,Old,12.43320423404224,1,0,1,1,25,0,0,2
