car_age,km_driven,fuel_encoded,seller_type_encoded,transmission_encoded,owner_encoded,brand_encoded,selling_price,name,year,brand,fuel,seller_type,transmission,owner,price_category,mileage_category,age_category,price_category_encoded,mileage_category_encoded,age_category_encoded,log_price
11,50000,4,1,0,1,10,380000,Hyundai i20 Sportz 1.2,2013,Hyundai,Petrol,Individual,Manual,Second Owner,Mid-Range,Low,Old,1,0,2,12.84792653170257
29,100000,4,1,0,1,18,95000,Maruti Gypsy E MG410W ST,1995,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,11.461632170582678
8,35000,1,1,0,0,17,900000,Mahindra Scorpio 1.99 S6 Plus,2016,Mahindra,Diesel,Individual,Manual,First Owner,Premium,Low,Old,2,0,2,13.710150042306449
12,90000,4,1,0,1,3,200999,Chevrolet Beat LT,2012,Chevrolet,Petrol,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.211055211904458
10,11451,4,1,0,0,18,229999,Maruti Omni E MPI STD BS IV,2014,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.345830240069793
5,60000,1,1,0,0,25,800000,Tata Nexon 1.5 Revotorq XZ,2019,Tata,Diesel,Individual,Manual,First Owner,Premium,Medium,Recent,2,1,1,13.592367006650065
12,172000,1,1,0,1,17,150000,Mahindra Verito 1.5 D4 BSIV,2012,Mahindra,Diesel,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,11.918390573078392
6,60000,1,1,0,0,18,600000,Maruti Swift VDI,2018,Maruti,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Recent,1,1,1,13.304684934198283
19,150000,1,1,0,0,3,150000,Chevrolet Tavera LS B3 7 Seats BSII,2005,Chevrolet,Diesel,Individual,Manual,First Owner,Budget,High,Very Old,0,2,3,11.918390573078392
15,66000,1,1,0,0,3,150000,Chevrolet Optra Magnum 2.0 LS,2009,Chevrolet,Diesel,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,11.918390573078392
5,5000,4,1,0,0,18,380000,Maruti Eeco 5 Seater Standard BSIV,2019,Maruti,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,12.84792653170257
18,66508,4,1,0,1,18,80000,Maruti Swift 1.3 VXi,2006,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,11.289781913656018
17,55000,4,1,0,1,9,225000,Honda Civic 1.8 MT Sport,2007,Honda,Petrol,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,12.323855681186558
12,29900,4,1,0,0,25,75000,Tata Nano Lx BSIV,2012,Tata,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,11.225243392518447
7,3000,1,1,0,0,25,1600000,Tata Hexa XT 4X4,2017,Tata,Diesel,Individual,Manual,First Owner,Luxury,Low,Recent,3,0,1,14.28551418721001
12,85000,1,1,0,0,25,185000,Tata Indica Vista Quadrajet VX,2012,Tata,Diesel,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,12.128111104060462
13,50000,1,1,0,0,17,425000,Mahindra Scorpio 2.6 CRDe SLE,2011,Mahindra,Diesel,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.959844447906553
14,120000,1,1,0,1,25,100000,Tata Indica Vista Aqua 1.4 TDI,2010,Tata,Diesel,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,11.512925464970229
16,90000,4,1,0,2,18,140000,Maruti Zen Estilo LXI BSIII,2008,Maruti,Petrol,Individual,Manual,Third Owner,Budget,Medium,Very Old,0,1,3,11.84939770159144
7,8000,4,1,1,0,18,710000,Maruti Swift Dzire AMT ZXI Plus BS IV,2017,Maruti,Petrol,Individual,Automatic,First Owner,Premium,Low,Recent,2,0,1,13.473020249017498
9,7900,4,1,1,0,9,450000,Honda Amaze S AT i-Vtech,2015,Honda,Petrol,Individual,Automatic,First Owner,Mid-Range,Low,Old,1,0,2,13.017002861746503
7,50000,4,1,0,0,5,210000,Datsun RediGO T Option,2017,Datsun,Petrol,Individual,Manual,First Owner,Budget,Low,Recent,0,0,1,12.254862809699606
8,25000,4,1,0,0,18,270000,Maruti Alto K10 VXI,2016,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.506177237980511
15,20000,4,1,0,0,18,110000,Maruti Alto LXi,2009,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,11.608235644774552
6,17500,4,1,0,0,18,540000,Maruti Swift VXI,2018,Maruti,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.199324418540456
16,25000,4,1,0,0,17,145000,Mahindra Renault Logan 1.4 GLX Petrol,2008,Mahindra,Petrol,Individual,Manual,First Owner,Budget,Low,Very Old,0,0,3,11.884489021402711
11,206500,1,1,0,0,25,360000,Tata Safari Storme VX,2013,Tata,Diesel,Individual,Manual,First Owner,Mid-Range,Very High,Old,1,3,2,12.793859310432293
11,88600,3,1,0,0,10,250000,Hyundai i10 Magna LPG,2013,Hyundai,LPG,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,12.429216196844383
12,80000,1,1,0,0,25,110000,Tata Venture EX,2012,Tata,Diesel,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,11.608235644774552
16,100000,1,1,0,3,3,250000,Chevrolet Captiva LT,2008,Chevrolet,Diesel,Individual,Manual,Fourth & Above Owner,Budget,Medium,Very Old,0,1,3,12.429216196844383
13,186000,1,1,0,1,8,150000,Ford Fiesta Classic 1.4 Duratorq CLXI,2011,Ford,Diesel,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,11.918390573078392
14,60000,4,1,0,0,3,140000,Chevrolet Aveo U-VA 1.2 LS,2010,Chevrolet,Petrol,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,11.84939770159144
5,11000,4,1,0,0,18,925000,Maruti Ciaz Zeta BSIV,2019,Maruti,Petrol,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.737549016494562
7,30000,1,1,0,0,25,969999,Tata Hexa XM,2017,Tata,Diesel,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.7850503195512
17,80000,0,1,0,2,10,90000,Hyundai Santro Xing GL PLUS CNG,2007,Hyundai,CNG,Individual,Manual,Third Owner,Budget,Medium,Very Old,0,1,3,11.407564949312402
23,60000,4,1,0,2,10,55000,Hyundai Santro GLS I - Euro I,2001,Hyundai,Petrol,Individual,Manual,Third Owner,Budget,Medium,Very Old,0,1,3,10.915088464214607
17,100000,1,1,0,3,10,155000,Hyundai Verna CRDi,2007,Hyundai,Diesel,Individual,Manual,Fourth & Above Owner,Budget,Medium,Very Old,0,1,3,11.951180395901384
5,15000,1,1,0,0,17,900000,Mahindra Thar CRDe ABS,2019,Mahindra,Diesel,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.710150042306449
13,90000,4,1,0,0,18,135000,Maruti Alto K10 2010-2014 VXI,2011,Maruti,Petrol,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,11.813030057420567
12,120000,4,1,0,0,18,180000,Maruti 800 AC,2012,Maruti,Petrol,Individual,Manual,First Owner,Budget,High,Old,0,2,2,12.100712129872347
11,100000,1,1,0,1,10,495000,Hyundai Verna 1.6 SX,2013,Hyundai,Diesel,Individual,Manual,Second Owner,Mid-Range,Medium,Old,1,1,2,13.112313041550827
15,138000,1,1,0,2,26,400000,Toyota Innova 2.5 V Diesel 8-seater,2009,Toyota,Diesel,Individual,Manual,Third Owner,Mid-Range,High,Old,1,2,2,12.89921982609012
16,110000,1,1,0,1,10,250000,Hyundai Verna CRDi,2008,Hyundai,Diesel,Individual,Manual,Second Owner,Budget,High,Very Old,0,2,3,12.429216196844383
9,120000,4,1,0,3,18,138000,Maruti Alto K10 LXI,2015,Maruti,Petrol,Individual,Manual,Fourth & Above Owner,Budget,High,Old,0,2,2,11.835008964139341
13,70000,4,1,1,1,9,311000,Honda City 1.5 V AT,2011,Honda,Petrol,Individual,Automatic,Second Owner,Mid-Range,Medium,Old,1,1,2,12.647548191161372
9,70000,4,1,0,0,18,190000,Maruti Alto 800 VXI,2015,Maruti,Petrol,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,12.154779351142624
13,140000,1,1,0,0,17,311000,Mahindra Bolero SLX,2011,Mahindra,Diesel,Individual,Manual,First Owner,Mid-Range,High,Old,1,2,2,12.647548191161372
15,15000,4,1,0,0,18,300000,Maruti Ritz LXI,2009,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.611537753638338
6,20000,4,1,0,0,9,600000,Honda Jazz VX,2018,Honda,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.304684934198283
15,100000,1,1,0,0,17,550000,Mahindra Scorpio SLE BSIII,2009,Mahindra,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.217673557208654
9,70000,4,1,1,0,24,600000,Skoda Rapid 1.6 MPI AT Elegance Plus,2015,Skoda,Petrol,Individual,Automatic,First Owner,Mid-Range,Medium,Old,1,1,2,13.304684934198283
6,5000,4,1,0,0,18,195000,Maruti Alto 800 VXI,2018,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Recent,0,0,1,12.180754837545884
11,27974,4,1,0,0,25,58000,Tata Nano LX,2013,Tata,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,10.968198289528557
6,40000,4,1,0,0,18,183000,Maruti Alto 800 VXI,2018,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Recent,0,0,1,12.117241431823558
17,80000,4,1,0,0,18,95000,Maruti Zen Estilo 1.1 VXI BSIII,2007,Maruti,Petrol,Individual,Manual,First Owner,Budget,Medium,Very Old,0,1,3,11.461632170582678
11,38000,4,1,0,0,18,250000,Maruti Wagon R LX Minor,2013,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.429216196844383
10,35000,4,1,0,0,25,400000,Tata Zest Revotron 1.2 XT,2014,Tata,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.89921982609012
12,60000,1,1,0,1,10,409999,Hyundai Verna 1.6 SX CRDi (O),2012,Hyundai,Diesel,Individual,Manual,Second Owner,Mid-Range,Medium,Old,1,1,2,12.923909999653127
20,120000,1,1,0,1,24,120000,Skoda Octavia Classic 1.9 TDI MT,2004,Skoda,Diesel,Individual,Manual,Second Owner,Budget,High,Very Old,0,2,3,11.695247021764184
6,18000,4,1,1,0,18,600000,Maruti Swift AMT VXI,2018,Maruti,Petrol,Individual,Automatic,First Owner,Mid-Range,Low,Recent,1,0,1,13.304684934198283
8,10000,4,1,0,0,9,600000,Honda Amaze SX i-VTEC,2016,Honda,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,13.304684934198283
9,90000,1,1,0,2,17,825000,Mahindra XUV500 W6 2WD,2015,Mahindra,Diesel,Individual,Manual,Third Owner,Premium,Medium,Old,2,1,2,13.623138665316818
8,80000,1,1,0,1,26,625000,Toyota Etios GD,2016,Toyota,Diesel,Individual,Manual,Second Owner,Premium,Medium,Old,2,1,2,13.345506928718539
4,1400,1,1,0,0,10,700000,Hyundai Grand i10 Nios Magna CRDi,2020,Hyundai,Diesel,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.458835614025542
13,60000,4,1,0,0,3,160000,Chevrolet Beat LS,2011,Chevrolet,Petrol,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,11.982929094215963
13,60000,4,1,0,2,18,114999,Maruti Alto LX,2011,Maruti,Petrol,Individual,Manual,Third Owner,Budget,Medium,Old,0,1,2,11.652678711655406
15,53000,4,1,0,0,18,150000,Maruti Wagon R LXI Minor,2009,Maruti,Petrol,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,11.918390573078392
14,100000,1,0,0,0,27,250000,Volkswagen Jetta 1.9 L TDI,2010,Volkswagen,Diesel,Dealer,Manual,First Owner,Budget,Medium,Old,0,1,2,12.429216196844383
12,86000,1,0,0,1,10,390000,Hyundai Verna 1.6 SX,2012,Hyundai,Diesel,Dealer,Manual,Second Owner,Mid-Range,Medium,Old,1,1,2,12.873902018105829
9,100000,1,1,0,0,23,650000,Renault Duster 85PS Diesel RxL,2015,Renault,Diesel,Individual,Manual,First Owner,Premium,Medium,Old,2,1,2,13.38472764187182
8,30000,1,1,0,0,10,600000,Hyundai Xcent 1.1 CRDi SX Option,2016,Hyundai,Diesel,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,13.304684934198283
13,120000,4,1,0,0,10,250000,Hyundai i20 1.2 Sportz,2011,Hyundai,Petrol,Individual,Manual,First Owner,Budget,High,Old,0,2,2,12.429216196844383
13,60000,3,1,0,1,10,229999,Hyundai Santro Xing GL Plus LPG,2011,Hyundai,LPG,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.345830240069793
8,50000,1,1,0,1,18,299000,Maruti Ritz LDi,2016,Maruti,Diesel,Individual,Manual,Second Owner,Budget,Low,Old,0,0,2,12.608198852372823
14,124000,1,1,0,1,3,330000,Chevrolet Cruze LTZ,2010,Chevrolet,Diesel,Individual,Manual,Second Owner,Mid-Range,High,Old,1,2,2,12.706847933442663
12,100000,4,1,0,2,10,180000,Hyundai Accent Executive,2012,Hyundai,Petrol,Individual,Manual,Third Owner,Budget,Medium,Old,0,1,2,12.100712129872347
7,42000,4,1,0,0,10,475000,Hyundai Grand i10 1.2 Kappa Asta,2017,Hyundai,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.071070083016778
9,100000,1,1,0,0,10,325000,Hyundai Grand i10 CRDi Sportz,2015,Hyundai,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.691580461311874
8,28205,4,0,0,0,9,639000,Honda City i VTEC V,2016,Honda,Petrol,Dealer,Manual,First Owner,Premium,Low,Old,2,0,2,13.367659733359671
7,32670,4,0,1,0,18,415000,Maruti Celerio VXI AT,2017,Maruti,Petrol,Dealer,Automatic,First Owner,Mid-Range,Low,Recent,1,0,1,12.936033799212835
8,30093,1,0,1,0,10,1199000,Hyundai Creta 1.6 CRDi AT SX Plus,2016,Hyundai,Diesel,Dealer,Automatic,First Owner,Luxury,Low,Old,3,0,2,13.996998434009651
11,56228,0,0,0,0,18,525000,Maruti Ertiga VXI CNG,2013,Maruti,CNG,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.17115354157376
11,59319,4,0,0,0,10,425000,Hyundai Verna 1.6 SX VTVT,2013,Hyundai,Petrol,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.959844447906553
8,39503,1,0,0,0,18,699000,Maruti Vitara Brezza VDi,2016,Maruti,Diesel,Dealer,Manual,First Owner,Premium,Low,Old,2,0,2,13.457406021215947
11,35299,4,0,0,0,10,325000,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2013,Hyundai,Petrol,Dealer,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.691580461311874
13,51687,4,0,0,0,26,275000,Toyota Etios V,2011,Toyota,Petrol,Dealer,Manual,First Owner,Budget,Medium,Old,0,1,2,12.524526376648708
13,76259,4,0,1,0,27,269000,Volkswagen Vento Petrol Highline AT,2011,Volkswagen,Petrol,Dealer,Automatic,First Owner,Budget,Medium,Old,0,1,2,12.502466658583977
11,44049,1,0,0,0,27,399000,Volkswagen Polo Diesel Highline 1.2L,2013,Volkswagen,Diesel,Dealer,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.896716695872
7,45087,1,0,0,0,17,475000,Mahindra KUV 100 mFALCON D75 K8,2017,Mahindra,Diesel,Dealer,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.071070083016778
13,41125,4,0,0,0,26,249000,Toyota Etios V,2011,Toyota,Petrol,Dealer,Manual,First Owner,Budget,Low,Old,0,0,2,12.425208175446844
10,42215,1,0,1,0,1,1549000,Audi A4 New  2.0 TDI Multitronic,2014,Audi,Diesel,Dealer,Automatic,First Owner,Luxury,Low,Old,3,0,2,14.253120119399005
13,54206,4,0,0,0,27,254999,Volkswagen Polo Petrol Highline 1.2L,2011,Volkswagen,Petrol,Dealer,Manual,First Owner,Budget,Medium,Old,0,1,2,12.449014902564246
12,52547,4,0,0,0,24,269000,Skoda Rapid 1.6 MPI Active,2012,Skoda,Petrol,Dealer,Manual,First Owner,Budget,Medium,Old,0,1,2,12.502466658583977
10,59110,1,0,0,0,18,665000,Maruti Ertiga ZDI,2014,Maruti,Diesel,Dealer,Manual,First Owner,Premium,Medium,Old,2,1,2,13.407542319637992
10,54565,4,0,0,0,18,299000,Maruti Wagon R Stingray LXI,2014,Maruti,Petrol,Dealer,Manual,First Owner,Budget,Medium,Old,0,1,2,12.608198852372823
14,47564,4,0,0,1,10,265000,Hyundai i20 Asta,2010,Hyundai,Petrol,Dealer,Manual,Second Owner,Budget,Low,Old,0,0,2,12.487485104968359
14,45143,4,0,0,1,27,211000,Volkswagen Polo Petrol Highline 1.2L,2010,Volkswagen,Petrol,Dealer,Manual,Second Owner,Budget,Low,Old,0,0,2,12.259613412458204
11,61624,4,0,1,1,24,599000,Skoda Superb 1.8 TSI,2013,Skoda,Petrol,Dealer,Automatic,Second Owner,Mid-Range,Medium,Old,1,1,2,13.303016877097587
17,195000,1,1,0,2,25,55000,Tata Indigo LS,2007,Tata,Diesel,Individual,Manual,Third Owner,Budget,High,Very Old,0,2,3,10.915088464214607
10,50000,1,1,0,0,10,550000,Hyundai Verna 1.6 SX CRDi (O),2014,Hyundai,Diesel,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,13.217673557208654
6,68000,1,1,1,0,15,4000000,Land Rover Discovery Sport TD4 HSE 7S,2018,Land,Diesel,Individual,Automatic,First Owner,Luxury,Medium,Recent,3,1,1,15.201804919084164
14,120000,1,1,0,1,25,220000,Tata Sumo GX TC 8 Str,2010,Tata,Diesel,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,12.301382825334498
5,20000,4,1,0,0,18,500000,Maruti Swift VXI,2019,Maruti,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.122363377404328
14,30000,4,1,0,0,18,140000,Maruti Alto LXi,2010,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,11.84939770159144
11,60000,1,1,0,0,18,325000,Maruti Swift VDI,2013,Maruti,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.691580461311874
14,90000,4,1,0,2,10,210000,Hyundai i20 Magna,2010,Hyundai,Petrol,Individual,Manual,Third Owner,Budget,Medium,Old,0,1,2,12.254862809699606
16,90000,4,1,0,1,18,110000,Maruti Alto LXi,2008,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,11.608235644774552
5,25000,1,1,0,0,10,1200000,Hyundai Verna CRDi 1.6 SX Option,2019,Hyundai,Diesel,Individual,Manual,First Owner,Luxury,Low,Recent,3,0,1,13.997832114758229
7,40000,4,1,0,0,18,229999,Maruti Alto 800 VXI,2017,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Recent,0,0,1,12.345830240069793
18,132000,4,1,0,0,18,165000,Maruti Alto 800 LXI,2006,Maruti,Petrol,Individual,Manual,First Owner,Budget,High,Very Old,0,2,3,12.013700752882718
6,10980,4,0,1,0,25,525000,Tata Tiago XZA AMT,2018,Tata,Petrol,Dealer,Automatic,First Owner,Mid-Range,Low,Recent,1,0,1,13.17115354157376
6,20629,4,0,0,0,10,325000,Hyundai EON Era Plus,2018,Hyundai,Petrol,Dealer,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,12.691580461311874
6,50000,1,1,0,0,26,1500000,Toyota Innova Crysta 2.4 VX MT BSIV,2018,Toyota,Diesel,Individual,Manual,First Owner,Luxury,Low,Recent,3,0,1,14.22097566607244
9,30000,4,1,1,0,10,400000,Hyundai Grand i10 AT Asta,2015,Hyundai,Petrol,Individual,Automatic,First Owner,Mid-Range,Low,Old,1,0,2,12.89921982609012
9,69782,4,0,0,0,18,550000,Maruti Ciaz VXi,2015,Maruti,Petrol,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.217673557208654
21,54000,4,1,0,0,18,98000,Maruti 800 Std,2003,Maruti,Petrol,Individual,Manual,First Owner,Budget,Medium,Very Old,0,1,3,11.49272275765271
11,63654,1,0,0,0,17,900000,Mahindra XUV500 W8 4WD,2013,Mahindra,Diesel,Dealer,Manual,First Owner,Premium,Medium,Old,2,1,2,13.710150042306449
7,60000,1,1,0,0,23,700000,Renault Lodgy 85PS RxL,2017,Renault,Diesel,Individual,Manual,First Owner,Premium,Medium,Recent,2,1,1,13.458835614025542
9,52000,1,0,0,0,17,890000,Mahindra Scorpio S6 Plus 7 Seater,2015,Mahindra,Diesel,Dealer,Manual,First Owner,Premium,Medium,Old,2,1,2,13.698976741708323
9,59385,1,0,0,0,18,490000,Maruti Swift LDI BSIV,2015,Maruti,Diesel,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.102160670086809
9,70378,4,0,0,0,10,525000,Hyundai i20 2015-2017 Magna 1.2,2015,Hyundai,Petrol,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.17115354157376
11,55425,4,0,0,0,18,330000,Maruti Wagon R LXI BS IV,2013,Maruti,Petrol,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.706847933442663
11,78413,1,0,0,1,17,550000,Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,Mahindra,Diesel,Dealer,Manual,Second Owner,Mid-Range,Medium,Old,1,1,2,13.217673557208654
6,40890,1,0,0,0,17,790000,Mahindra Bolero Power Plus SLX,2018,Mahindra,Diesel,Dealer,Manual,First Owner,Premium,Low,Recent,2,0,1,13.579788224443204
9,34823,4,0,0,1,9,350000,Honda Brio S MT,2015,Honda,Petrol,Dealer,Manual,Second Owner,Mid-Range,Low,Old,1,0,2,12.765688433465597
7,75000,1,1,1,0,26,1700000,Toyota Innova Crysta 2.8 ZX AT BSIV,2017,Toyota,Diesel,Individual,Automatic,First Owner,Luxury,Medium,Recent,3,1,1,14.346138809026444
7,55545,1,0,0,0,18,750000,Maruti Ciaz VDI SHVS,2017,Maruti,Diesel,Dealer,Manual,First Owner,Premium,Medium,Recent,2,1,1,13.527828485512494
10,56541,1,0,0,0,9,409999,Honda Amaze EX i-Dtech,2014,Honda,Diesel,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.923909999653127
8,43700,4,1,0,0,10,220000,Hyundai EON Magna Plus,2016,Hyundai,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.301382825334498
15,120000,4,1,0,1,25,68000,Tata Indica GLS BS IV,2009,Tata,Petrol,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,11.127262984158243
7,20000,4,1,0,0,10,290000,Hyundai EON Era Plus,2017,Hyundai,Petrol,Individual,Manual,First Owner,Budget,Low,Recent,0,0,1,12.577636201962656
10,27483,1,0,0,0,9,600000,Honda City i DTec SV,2014,Honda,Diesel,Dealer,Manual,First Owner,Mid-Range,Low,Old,1,0,2,13.304684934198283
5,8000,4,1,0,0,18,470000,Maruti Swift LXI,2019,Maruti,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.060487973686241
16,30000,4,1,0,0,10,150000,Hyundai i10 Sportz 1.2,2008,Hyundai,Petrol,Individual,Manual,First Owner,Budget,Low,Very Old,0,0,3,11.918390573078392
10,56207,4,0,0,1,18,180000,Maruti Alto 800 LXI,2014,Maruti,Petrol,Dealer,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.100712129872347
18,70000,4,1,0,0,18,80000,Maruti Zen LXI,2006,Maruti,Petrol,Individual,Manual,First Owner,Budget,Medium,Very Old,0,1,3,11.289781913656018
6,1440,4,1,0,0,9,875000,Honda WR-V i-VTEC VX,2018,Honda,Petrol,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.681979165339751
5,50000,4,1,0,0,18,300000,Maruti Alto 800 LXI,2019,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Recent,0,0,1,12.611537753638338
7,20000,1,1,1,0,26,2800000,Toyota Fortuner 2.8 2WD AT BSIV,2017,Toyota,Diesel,Individual,Automatic,First Owner,Luxury,Low,Recent,3,0,1,14.845129975145433
7,91195,1,0,0,0,26,1330000,Toyota Innova Crysta 2.4 ZX MT,2017,Toyota,Diesel,Dealer,Manual,First Owner,Luxury,Medium,Recent,3,1,1,14.100689500197937
13,63657,1,0,0,0,27,220000,Volkswagen Polo 1.5 TDI Trendline,2011,Volkswagen,Diesel,Dealer,Manual,First Owner,Budget,Medium,Old,0,1,2,12.301382825334498
11,60000,1,1,0,0,17,250000,Mahindra Verito Vibe 1.5 dCi D4,2013,Mahindra,Diesel,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,12.429216196844383
8,75000,1,0,0,0,26,919999,Toyota Innova 2.5 G (Diesel) 7 Seater,2016,Toyota,Diesel,Dealer,Manual,First Owner,Premium,Medium,Old,2,1,2,13.732127862068111
11,97248,4,0,0,0,27,380000,Volkswagen Vento Magnific 1.6 Highline,2013,Volkswagen,Petrol,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.84792653170257
12,46000,1,1,0,0,18,450000,Maruti Swift VDI,2012,Maruti,Diesel,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,13.017002861746503
8,10000,4,1,1,0,10,770000,Hyundai Verna 1.6 VTVT AT S Option,2016,Hyundai,Petrol,Individual,Automatic,First Owner,Premium,Low,Old,2,0,2,13.554145793829866
6,80000,1,1,0,0,18,550000,Maruti Swift Dzire LDI,2018,Maruti,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Recent,1,1,1,13.217673557208654
13,100000,1,1,0,1,25,320000,Tata New Safari DICOR 2.2 GX 4x2,2011,Tata,Diesel,Individual,Manual,Second Owner,Mid-Range,Medium,Old,1,1,2,12.676076274775909
11,35000,4,1,0,0,18,400000,Maruti SX4 Vxi BSIV,2013,Maruti,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.89921982609012
7,50000,4,1,1,0,18,450000,Maruti Celerio VXI AT,2017,Maruti,Petrol,Individual,Automatic,First Owner,Mid-Range,Low,Recent,1,0,1,13.017002861746503
13,90000,1,1,0,2,18,220000,Maruti SX4 ZDI,2011,Maruti,Diesel,Individual,Manual,Third Owner,Budget,Medium,Old,0,1,2,12.301382825334498
12,150000,1,1,0,1,17,400000,Mahindra XUV500 W8 2WD,2012,Mahindra,Diesel,Individual,Manual,Second Owner,Mid-Range,High,Old,1,2,2,12.89921982609012
11,89000,4,1,0,1,10,530000,Hyundai Verna 1.6 SX VTVT (O),2013,Hyundai,Petrol,Individual,Manual,Second Owner,Mid-Range,Medium,Old,1,1,2,13.180632285528304
10,60000,1,1,0,1,18,390000,Maruti Swift Dzire VDI,2014,Maruti,Diesel,Individual,Manual,Second Owner,Mid-Range,Medium,Old,1,1,2,12.873902018105829
12,100000,1,1,0,1,6,185000,Fiat Grande Punto 1.3 Dynamic (Diesel),2012,Fiat,Diesel,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.128111104060462
12,100000,4,1,0,1,18,300000,Maruti SX4 Vxi BSIV,2012,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.611537753638338
