name,selling_price,car_age,km_driven,brand,fuel,transmission,owner,cluster_kmeans,cluster_dbscan,high_risk
Maruti Baleno Alpha CVT,825000,6,11212,Maruti,Petrol,Automatic,First Owner,3,5,0
Hyundai i20 1.4 Magna Executive,280000,11,52000,Hyundai,Diesel,Manual,First Owner,0,1,0
Maruti Baleno Zeta,725000,8,49217,Maruti,Petrol,Manual,First Owner,2,0,0
Mahindra Verito 1.5 D4 BSIV,300000,9,90000,Mahindra,Diesel,Manual,First Owner,0,1,0
Hyundai Xcent 1.2 Kappa S,375000,9,70000,Hyundai,Petrol,Manual,First Owner,2,0,0
Honda City VTEC,310000,21,90000,Honda,Petrol,Manual,Fourth & Above Owner,1,-1,0
Maruti Swift Dzire VDi,375000,13,190000,Maruti,Diesel,Manual,Third Owner,1,-1,0
Ford Endeavour 3.2 Titanium AT 4X4,1950000,8,106000,Ford,Diesel,Automatic,First Owner,3,-1,0
Tata Xenon XT EX 4X2,400000,12,80000,Tata,Diesel,Manual,Second Owner,0,2,0
Nissan Terrano XL Plus 85 PS,550000,10,80000,Nissan,Diesel,Manual,Second Owner,0,2,0
Maruti Eeco 7 Seater Standard BSIV,270000,6,20000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Ertiga ZDI,555000,12,110000,Maruti,Diesel,Manual,Second Owner,0,2,0
Ford Ecosport 1.5 DV5 MT Ambiente,500000,11,60000,Ford,Diesel,Manual,Second Owner,0,2,0
Skoda Laura Elegance 1.9 TDI  AT,400000,14,130000,Skoda,Diesel,Automatic,Second Owner,3,-1,0
Hyundai EON 1.0 Era Plus,280000,7,28838,Hyundai,Petrol,Manual,First Owner,2,0,0
Tata Indica GLS BS IV,80000,16,200000,Tata,Petrol,Manual,First Owner,1,-1,1
Tata Indica DLS,55000,18,100000,Tata,Diesel,Manual,First Owner,1,1,0
Maruti Alto 800 LXI Airbag,250000,10,50000,Maruti,Petrol,Manual,First Owner,2,0,0
Mahindra Bolero SLX 2WD,250000,14,190000,Mahindra,Diesel,Manual,Fourth & Above Owner,1,-1,0
Mahindra Jeep MM 540,95000,17,100000,Mahindra,Diesel,Manual,Second Owner,1,2,0
Mahindra Scorpio 1.99 S10,725000,10,135000,Mahindra,Diesel,Manual,Second Owner,0,2,0
Mahindra Bolero Power Plus Plus AC BSIV PS,320000,9,50000,Mahindra,Diesel,Manual,Third Owner,0,7,0
Skoda Octavia Elegance 2.0 TDI AT,1200000,10,135000,Skoda,Diesel,Automatic,Third Owner,3,-1,0
Chevrolet Beat Diesel LS,160000,12,50000,Chevrolet,Diesel,Manual,First Owner,0,1,0
Honda Jazz 1.5 VX i DTEC,790000,6,19571,Honda,Diesel,Manual,First Owner,0,1,0
Honda City i-VTEC ZX,1200000,6,29600,Honda,Petrol,Manual,First Owner,2,0,0
Maruti Swift LXI,175000,13,70000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,950000,6,15000,Maruti,Diesel,Automatic,First Owner,3,10,0
Maruti Celerio LXI MT BSIV,340000,5,50000,Maruti,Petrol,Manual,First Owner,2,0,0
Renault Captur 1.5 Diesel RXT,825000,7,13500,Renault,Diesel,Manual,First Owner,0,1,0
Audi A4 30 TFSI Technology,3100000,6,22000,Audi,Petrol,Automatic,First Owner,3,-1,0
Honda Amaze VX Diesel BSIV,780000,6,25000,Honda,Diesel,Manual,First Owner,0,1,0
Toyota Corolla Altis 1.8 VL AT,350000,14,80000,Toyota,Petrol,Automatic,Third Owner,3,-1,0
Honda Amaze VX Petrol BSIV,690000,6,39000,Honda,Petrol,Manual,First Owner,2,0,0
Maruti Alto 800 VXI,245000,8,60000,Maruti,Petrol,Manual,First Owner,2,0,0
Honda Amaze VX Diesel BSIV,790000,6,49000,Honda,Diesel,Manual,First Owner,0,1,0
Honda Amaze VX i-VTEC,680000,6,48600,Honda,Petrol,Manual,First Owner,2,0,0
Hyundai Grand i10 Asta Option,540000,7,20000,Hyundai,Petrol,Manual,Second Owner,2,3,0
Mahindra KUV 100 mFALCON G80 K2,425000,8,25000,Mahindra,Petrol,Manual,First Owner,2,0,0
Maruti Zen Estilo Sports,140000,16,120000,Maruti,Petrol,Manual,First Owner,1,0,1
Maruti Ertiga ZDI Plus,1100000,5,30000,Maruti,Diesel,Manual,First Owner,0,1,0
Renault Lodgy 85PS RxL,715000,9,35000,Renault,Diesel,Manual,First Owner,0,1,0
Audi Q3 2.0 TDI Quattro Premium Plus,1750000,9,127643,Audi,Diesel,Automatic,First Owner,3,-1,0
Tata Zest Revotron 1.2T XMS,400000,6,54000,Tata,Petrol,Manual,Second Owner,2,3,0
Audi A6 2.0 TDI  Design Edition,1750000,10,102354,Audi,Diesel,Automatic,First Owner,3,-1,0
Audi Q5 2.0 TFSI Quattro Premium Plus,1850000,10,62237,Audi,Petrol,Automatic,First Owner,3,-1,0
Hyundai Santro Xing XL eRLX Euro III,114999,19,90000,Hyundai,Petrol,Manual,Second Owner,1,3,0
Ford EcoSport 1.5 TDCi Titanium BSIV,950000,6,21394,Ford,Diesel,Manual,First Owner,0,1,0
Datsun GO T Petrol,310000,9,32686,Datsun,Petrol,Manual,First Owner,2,0,0
Mahindra Jeep CJ 500 DI,575000,18,1001,Mahindra,Diesel,Manual,First Owner,0,-1,0
Renault Pulse RxZ,490000,7,22000,Renault,Diesel,Manual,First Owner,0,1,0
Hyundai Grand i10 Magna,480000,7,53261,Hyundai,Petrol,Manual,First Owner,2,0,0
Land Rover Discovery Sport SD4 HSE Luxury,3500000,8,53000,Land,Diesel,Automatic,First Owner,3,-1,0
Renault KWID 1.0 RXT Optional,370000,6,10000,Renault,Petrol,Manual,First Owner,2,0,0
Maruti Baleno Alpha 1.3,835000,7,14000,Maruti,Diesel,Manual,First Owner,0,1,0
Volkswagen Polo 2015-2019 1.2 MPI Highline,650000,7,44000,Volkswagen,Petrol,Manual,First Owner,2,0,0
Toyota Etios VD,670000,10,39895,Toyota,Diesel,Manual,First Owner,0,1,0
Chevrolet Cruze LTZ AT,950000,7,73000,Chevrolet,Diesel,Automatic,First Owner,3,-1,0
Honda City i-VTEC SV,690000,10,17000,Honda,Petrol,Manual,First Owner,2,0,0
Volkswagen Polo 2015-2019 1.2 MPI Highline,670000,7,18591,Volkswagen,Petrol,Manual,First Owner,2,0,0
Tata Nexon 1.5 Revotorq XZ,925000,7,26766,Tata,Diesel,Manual,First Owner,0,1,0
Hyundai EON Magna Plus,250000,9,30000,Hyundai,Petrol,Manual,First Owner,2,0,0
Tata Sumo Gold EX,509999,8,42000,Tata,Diesel,Manual,First Owner,0,1,0
Honda City i DTEC VX,520000,10,110000,Honda,Diesel,Manual,First Owner,0,1,0
Tata Indica DLE,100000,19,100000,Tata,Diesel,Manual,First Owner,1,1,0
Tata Indica DLS,85000,18,300000,Tata,Diesel,Manual,Second Owner,1,-1,1
Tata Indigo LX,130000,15,110000,Tata,Diesel,Manual,Third Owner,1,7,0
Ford EcoSport 1.5 TDCi Titanium BSIV,950000,6,27620,Ford,Diesel,Manual,First Owner,0,1,0
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,450000,9,70000,Ford,Petrol,Manual,First Owner,2,0,0
Honda City S,320000,12,50000,Honda,Petrol,Manual,Second Owner,2,3,0
Maruti Swift Dzire VDI,480000,9,50000,Maruti,Diesel,Manual,First Owner,0,1,0
Mercedes-Benz New C-Class C 220 CDI Grand Edition,2490000,10,46000,Mercedes-Benz,Diesel,Automatic,First Owner,3,-1,0
Toyota Innova 2.5 VX 8 STR,790000,12,82000,Toyota,Diesel,Manual,First Owner,0,1,0
Maruti Omni MPI STD BSIV,120000,8,120000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Alto LXi,75000,18,80000,Maruti,Petrol,Manual,Third Owner,1,6,0
Tata Indica GLS BS IV,99000,14,70000,Tata,Petrol,Manual,First Owner,2,0,0
Maruti S-Cross Zeta DDiS 200 SH,1015000,6,20000,Maruti,Diesel,Manual,First Owner,0,1,0
Mahindra Xylo D4 BSIV,250000,11,200000,Mahindra,Diesel,Manual,Second Owner,1,2,0
Toyota Innova Crysta 2.5 VX BS IV,520000,13,120000,Toyota,Diesel,Manual,First Owner,0,1,0
Hyundai Verna CRDi 1.6 AT SX Option,1100000,6,30000,Hyundai,Diesel,Automatic,First Owner,3,10,0
Toyota Innova 2.5 V Diesel 7-seater,200000,19,223000,Toyota,Diesel,Manual,First Owner,1,-1,1
Maruti Swift Dzire VDI,525000,8,60000,Maruti,Diesel,Manual,First Owner,0,1,0
Hyundai i20 Asta 1.2,500000,8,40000,Hyundai,Petrol,Manual,First Owner,2,0,0
Mahindra Scorpio S2 7 Seater,675000,8,161327,Mahindra,Diesel,Manual,First Owner,0,1,0
Hyundai i10 Magna 1.2 iTech SE,150000,15,60000,Hyundai,Petrol,Manual,Third Owner,1,6,0
Mahindra Bolero DI,250000,17,50000,Mahindra,Diesel,Manual,First Owner,0,1,0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,450000,6,6000,Hyundai,Petrol,Manual,First Owner,2,0,0
Hyundai Santro Xing XS,150000,15,68000,Hyundai,Petrol,Manual,Second Owner,1,3,0
Chevrolet Beat Diesel LS,200000,12,85000,Chevrolet,Diesel,Manual,First Owner,0,1,0
Mahindra Scorpio VLS AT 2.2 mHAWK,525000,13,70000,Mahindra,Diesel,Automatic,First Owner,3,-1,0
Maruti Esteem VX,60000,25,35000,Maruti,Petrol,Manual,Second Owner,1,-1,0
Maruti Swift Vdi BSIII,180000,14,100000,Maruti,Diesel,Manual,Second Owner,1,2,0
Honda Amaze S i-Dtech,475000,9,110000,Honda,Diesel,Manual,First Owner,0,1,0
Mahindra Scorpio VLS AT 2.2 mHAWK,380000,14,195000,Mahindra,Diesel,Automatic,Second Owner,3,-1,0
Maruti Alto 800 LXI,285000,9,46000,Maruti,Petrol,Manual,Second Owner,2,3,0
Maruti Alto LXi BSIII,91200,16,60000,Maruti,Petrol,Manual,Second Owner,1,3,0
Hyundai Grand i10 CRDi Sportz,400000,9,42000,Hyundai,Diesel,Manual,First Owner,0,1,0
Hyundai Santro Xing XG AT,160000,18,90000,Hyundai,Petrol,Automatic,Second Owner,3,-1,0
Skoda Yeti Ambition 4X2,650000,12,85000,Skoda,Diesel,Manual,Second Owner,0,2,0
Hyundai Verna 1.6 SX,409999,12,120000,Hyundai,Diesel,Manual,Third Owner,1,7,0
Ford Ecosport 1.5 DV5 MT Titanium,425000,11,72000,Ford,Diesel,Manual,First Owner,0,1,0
Maruti Wagon R LXI CNG,250000,11,71000,Maruti,CNG,Manual,Second Owner,0,11,0
Maruti Swift Dzire VXi,200000,15,110000,Maruti,Petrol,Manual,Fourth & Above Owner,1,9,0
Volkswagen Polo Diesel Trendline 1.2L,130000,14,144000,Volkswagen,Diesel,Manual,Fourth & Above Owner,1,-1,0
Maruti Eeco 5 Seater AC BSIV,260000,7,30000,Maruti,Petrol,Manual,First Owner,2,0,0
Hyundai Verna SX,155000,17,65000,Hyundai,Petrol,Manual,First Owner,2,0,0
Honda Jazz 1.5 VX i DTEC,450000,9,38000,Honda,Diesel,Manual,First Owner,0,1,0
Maruti SX4 Celebration Petrol,220000,12,90000,Maruti,Petrol,Manual,Second Owner,1,3,0
Hyundai i20 Active S Diesel,650000,6,37000,Hyundai,Diesel,Manual,First Owner,0,1,0
Maruti Alto 800 LXI,285000,6,30000,Maruti,Petrol,Manual,First Owner,2,0,0
Honda Amaze V CVT Petrol BSIV,725000,6,26000,Honda,Petrol,Automatic,First Owner,3,5,0
Maruti Ciaz ZXi,625000,8,30000,Maruti,Petrol,Manual,First Owner,2,0,0
Hyundai i20 Active SX Petrol,550000,8,23000,Hyundai,Petrol,Manual,First Owner,2,0,0
Hyundai i10 Magna,240000,12,40000,Hyundai,Petrol,Manual,First Owner,2,0,0
Nissan Terrano XL 85 PS,600000,10,27000,Nissan,Diesel,Manual,First Owner,0,1,0
Tata New Safari DICOR 2.2 EX 4x2,350000,12,65000,Tata,Diesel,Manual,First Owner,0,1,0
Hyundai EON Magna Plus,245000,9,32000,Hyundai,Petrol,Manual,First Owner,2,0,0
Mahindra Bolero B6,600000,8,56000,Mahindra,Diesel,Manual,First Owner,0,1,0
BMW X1 sDrive 20d xLine,2400000,7,30000,BMW,Diesel,Automatic,First Owner,3,8,0
Mahindra Scorpio SLE BS IV,620000,10,80000,Mahindra,Diesel,Manual,First Owner,0,1,0
Maruti Swift Dzire 1.2 Vxi BSIV,395000,10,52000,Maruti,Petrol,Manual,Second Owner,2,3,0
Maruti Ertiga ZXI,635000,10,13250,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Alto LX,180000,13,36000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Swift ZDI Plus,484999,9,73000,Maruti,Diesel,Manual,Second Owner,0,2,0
Maruti Alto LX,110000,20,60000,Maruti,Petrol,Manual,First Owner,1,0,0
Maruti Wagon R VXI BSIII,150000,18,60000,Maruti,Petrol,Manual,Second Owner,1,3,0
Chevrolet Tavera Neo 2 LT L 9 Str,400000,12,110000,Chevrolet,Diesel,Manual,First Owner,0,1,0
Tata Indica Vista Aura Plus 1.3 Quadrajet,200000,12,70000,Tata,Diesel,Manual,Second Owner,0,2,0
Renault Duster 85PS Diesel RxL Plus,302000,11,60000,Renault,Diesel,Manual,Second Owner,0,2,0
Maruti Swift Dzire Vdi BSIV,215000,13,90000,Maruti,Diesel,Manual,Fourth & Above Owner,1,14,0
Maruti Wagon R VXI BSIII,155000,20,80000,Maruti,Petrol,Manual,Second Owner,1,3,0
Toyota Innova 2.5 G (Diesel) 8 Seater,1000000,10,101000,Toyota,Diesel,Manual,Second Owner,0,2,0
Mahindra Bolero Power Plus SLX,550000,6,44000,Mahindra,Diesel,Manual,First Owner,0,1,0
Maruti Swift 1.3 VXi,200000,18,45000,Maruti,Petrol,Manual,First Owner,2,0,0
Mahindra Scorpio S2 7 Seater,750000,7,120000,Mahindra,Diesel,Manual,First Owner,0,1,0
Maruti Zen LXI,90000,19,90000,Maruti,Petrol,Manual,Second Owner,1,3,0
Maruti Wagon R LXI Minor,80000,17,120000,Maruti,Petrol,Manual,Second Owner,1,3,1
Hyundai EON D Lite Plus,229999,11,13500,Hyundai,Petrol,Manual,First Owner,2,0,0
Renault KWID 1.0 RXT Optional,350000,7,10000,Renault,Petrol,Manual,First Owner,2,0,0
Hyundai Grand i10 Magna,325000,9,25000,Hyundai,Petrol,Manual,Third Owner,2,-1,0
Tata Tigor 1.2 Revotron XT,450000,6,8500,Tata,Petrol,Manual,First Owner,2,0,0
Maruti SX4 Celebration Diesel,250000,12,120000,Maruti,Diesel,Manual,First Owner,0,1,0
Volkswagen Polo Diesel Comfortline 1.2L,225000,12,120000,Volkswagen,Diesel,Manual,First Owner,0,1,0
Maruti Alto LXi,150000,15,90246,Maruti,Petrol,Manual,Third Owner,1,6,0
Maruti Alto LX BSIII,110000,16,90000,Maruti,Petrol,Manual,Second Owner,1,3,0
Maruti Alto LXi BSIII,150000,14,40000,Maruti,Petrol,Manual,Second Owner,2,3,0
Maruti Gypsy King Hard Top,165000,24,60000,Maruti,Petrol,Manual,Fourth & Above Owner,1,16,0
Renault Duster 85PS Diesel RxL,610000,7,32000,Renault,Diesel,Manual,Second Owner,0,2,0
Tata Manza Club Class Quadrajet90 VX,170000,11,60400,Tata,Diesel,Manual,First Owner,0,1,0
Hyundai Verna CRDi,150000,16,70950,Hyundai,Diesel,Manual,Second Owner,1,2,0
Hyundai Xcent 1.1 CRDi Base,375000,9,72000,Hyundai,Diesel,Manual,First Owner,0,1,0
Maruti Swift VDI,390000,11,90000,Maruti,Diesel,Manual,First Owner,0,1,0
Hyundai i20 Active 1.2 S,600000,7,10000,Hyundai,Petrol,Manual,First Owner,2,0,0
Maruti Alto 800 LXI,204999,10,25000,Maruti,Petrol,Manual,Second Owner,2,3,0
Hyundai Verna CRDi,270000,15,80000,Hyundai,Diesel,Manual,Second Owner,1,2,0
Hyundai Grand i10 Sportz,375000,7,10000,Hyundai,Petrol,Manual,First Owner,2,0,0
Maruti Baleno Zeta,700000,4,1100,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Swift VXI Deca,455000,7,40000,Maruti,Petrol,Manual,First Owner,2,0,0
Hyundai i10 Sportz 1.1L,375000,7,10000,Hyundai,Petrol,Manual,First Owner,2,0,0
Hyundai Grand i10 Asta,341000,10,31491,Hyundai,Petrol,Manual,First Owner,2,0,0
Maruti Swift Dzire VDI,200000,10,107143,Maruti,Diesel,Manual,Second Owner,0,2,0
Maruti Ignis 1.2 AMT Delta BSIV,450000,7,15000,Maruti,Petrol,Automatic,First Owner,3,5,0
Hyundai Santro Xing GL Plus,170000,12,50000,Hyundai,Petrol,Manual,Second Owner,2,3,0
Toyota Innova Crysta 2.4 VX MT 8S BSIV,1900000,7,100000,Toyota,Diesel,Manual,First Owner,0,-1,0
Mahindra Bolero Power Plus LX,500000,8,60000,Mahindra,Diesel,Manual,First Owner,0,1,0
Maruti Vitara Brezza ZDi Plus,819999,8,85000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Swift 1.2 DLX,351000,10,40000,Maruti,Petrol,Manual,Second Owner,2,3,0
Hyundai i10 Magna 1.2 iTech SE,195000,13,80000,Hyundai,Petrol,Manual,Second Owner,1,3,0
Maruti Swift Dzire VDi,250000,16,82000,Maruti,Diesel,Manual,Second Owner,1,2,0
Maruti Zen Estilo 1.1 VXI BSIII,120000,16,70000,Maruti,Petrol,Manual,Second Owner,1,3,0
Maruti A-Star Vxi,180000,15,70000,Maruti,Petrol,Manual,Third Owner,1,6,0
Mahindra KUV 100 mFALCON D75 K6,430000,8,20000,Mahindra,Diesel,Manual,First Owner,0,1,0
Tata Nano Cx BSIV,75000,12,35000,Tata,Petrol,Manual,Second Owner,2,3,0
Mahindra Xylo D4,750000,7,80000,Mahindra,Diesel,Manual,First Owner,0,1,0
Tata Nano Lx,60000,13,40000,Tata,Petrol,Manual,First Owner,2,0,0
Toyota Innova 2.5 VX (Diesel) 8 Seater,1500000,9,46412,Toyota,Diesel,Manual,First Owner,0,1,0
Mahindra Bolero SLX 2WD BSIII,390000,13,150000,Mahindra,Diesel,Manual,Fourth & Above Owner,1,-1,0
Mahindra TUV 300 T4,630000,8,50000,Mahindra,Diesel,Manual,First Owner,0,1,0
Tata Safari Storme VX Varicor 400,1085000,6,15000,Tata,Diesel,Manual,First Owner,0,1,0
Hyundai i10 Magna 1.2 iTech SE,190000,12,60000,Hyundai,Petrol,Manual,Second Owner,2,3,0
Maruti Baleno Delta Automatic,550000,6,25000,Maruti,Petrol,Automatic,First Owner,3,5,0
Maruti Alto 800 LXI,200000,12,90000,Maruti,Petrol,Manual,Third Owner,1,6,0
Chevrolet Spark 1.0 LT,165000,13,60000,Chevrolet,Petrol,Manual,First Owner,2,0,0
Ford Figo Diesel Celebration Edition,260000,11,65000,Ford,Diesel,Manual,First Owner,0,1,0
Maruti Alto LX,151000,13,40000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Vitara Brezza VDi,780000,6,50000,Maruti,Diesel,Manual,First Owner,0,1,0
Tata Indica Vista Quadrajet LX,175000,12,80000,Tata,Diesel,Manual,Third Owner,1,7,0
Tata Indica Vista TDI LS,170000,14,107500,Tata,Diesel,Manual,First Owner,0,1,0
Tata Indica Vista TDI LS,210000,11,135000,Tata,Diesel,Manual,Second Owner,0,2,0
Maruti Alto LXi,90000,17,43826,Maruti,Petrol,Manual,Second Owner,1,3,0
Hyundai i20 Active S Petrol,535000,8,55838,Hyundai,Petrol,Manual,First Owner,2,0,0
Maruti Swift VDI BSIV,195000,17,112880,Maruti,Diesel,Manual,First Owner,0,1,1
Tata Indica Vista Terra Quadrajet 1.3L,140000,13,90000,Tata,Diesel,Manual,Third Owner,1,7,0
Nissan Sunny XL,350000,12,40000,Nissan,Petrol,Manual,First Owner,2,0,0
Hyundai Verna 1.6 SX VTVT (O),425000,11,66000,Hyundai,Petrol,Manual,First Owner,2,0,0
Renault KWID 1.0 RXT Optional,300000,7,30300,Renault,Petrol,Manual,First Owner,2,0,0
Volkswagen Vento Diesel Style Limited Edition,340000,11,85000,Volkswagen,Diesel,Manual,Second Owner,0,2,0
Maruti Swift Dzire VXi,250000,15,80659,Maruti,Petrol,Manual,First Owner,2,0,0
Chevrolet Aveo 1.4 LS,170000,16,81324,Chevrolet,Petrol,Manual,First Owner,2,0,0
Honda Amaze S i-Dtech,315000,11,127884,Honda,Diesel,Manual,First Owner,0,1,0
Chevrolet Beat PS,200000,9,50000,Chevrolet,Petrol,Manual,First Owner,2,0,0
Chevrolet Beat PS,300000,8,25000,Chevrolet,Petrol,Manual,First Owner,2,0,0
Honda Amaze S i-Dtech,300000,9,66755,Honda,Diesel,Manual,First Owner,0,1,0
Honda City E,380000,11,123084,Honda,Petrol,Manual,First Owner,2,0,0
Maruti Swift VXI BSIII,250000,15,806599,Maruti,Petrol,Manual,First Owner,1,-1,0
Honda Amaze S i-Dtech,310000,11,95851,Honda,Diesel,Manual,First Owner,0,1,0
Maruti Wagon R VXI Minor ABS,260000,14,50000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Omni BSIII 8-STR W/ IMMOBILISER,150000,16,50000,Maruti,Petrol,Manual,Second Owner,1,3,0
Maruti Esteem Vxi - BSIII,85000,18,60000,Maruti,Petrol,Manual,Second Owner,1,3,0
Maruti Alto 800 LXI,280000,9,15000,Maruti,Petrol,Manual,Second Owner,2,3,0
Mahindra Xylo H4 ABS,850000,8,40000,Mahindra,Diesel,Manual,First Owner,0,1,0
Datsun GO Plus T Option BSIV,375000,7,20000,Datsun,Petrol,Manual,Second Owner,2,3,0
Hyundai Elantra CRDi (Leather Option),125000,18,120000,Hyundai,Diesel,Manual,Third Owner,1,7,1
Chevrolet Beat Diesel LT,250000,12,110000,Chevrolet,Diesel,Manual,First Owner,0,1,0
Toyota Corolla Altis D-4D J,715000,10,234000,Toyota,Diesel,Manual,First Owner,0,-1,0
Hyundai i20 1.4 CRDi Era,220000,13,70000,Hyundai,Diesel,Manual,First Owner,0,1,0
Tata Indica Vista Aqua 1.3 Quadrajet,110000,14,110000,Tata,Diesel,Manual,Second Owner,1,2,0
Hyundai Verna XXi (Petrol),150000,17,84000,Hyundai,Petrol,Manual,Second Owner,1,3,0
Nissan Sunny Diesel XV,300000,12,170000,Nissan,Diesel,Manual,First Owner,0,1,0
Datsun RediGO T Option,220000,7,40000,Datsun,Petrol,Manual,First Owner,2,0,0
Maruti Wagon R LX,75000,18,96000,Maruti,Petrol,Manual,Second Owner,1,3,0
Tata Indigo LS,100000,15,20000,Tata,Diesel,Manual,First Owner,0,1,0
Ford Figo Aspire 1.2 Ti-VCT Trend,380000,8,15000,Ford,Petrol,Manual,First Owner,2,0,0
Hyundai Santro Xing XK (Non-AC),100000,17,50000,Hyundai,Petrol,Manual,First Owner,2,0,0
Volkswagen Passat 1.8 TSI MT,480000,14,80000,Volkswagen,Petrol,Manual,Second Owner,1,3,0
Toyota Etios GD,300000,12,124000,Toyota,Diesel,Manual,First Owner,0,1,0
Chevrolet Beat Diesel LS,190000,11,70000,Chevrolet,Diesel,Manual,First Owner,0,1,0
Ford Figo Diesel LXI,190000,12,130000,Ford,Diesel,Manual,Second Owner,1,2,0
Ford EcoSport 1.5 Ti VCT MT Trend BSIV,650000,7,19014,Ford,Petrol,Manual,First Owner,2,0,0
Toyota Corolla Executive (HE),300000,15,23262,Toyota,Petrol,Manual,First Owner,2,0,0
Ford Freestyle Titanium Diesel BSIV,700000,8,29600,Ford,Diesel,Manual,First Owner,0,1,0
Hyundai i10 Sportz 1.1L,310000,9,35925,Hyundai,Petrol,Manual,First Owner,2,0,0
Maruti Ignis 1.2 Zeta BSIV,500000,6,12000,Maruti,Petrol,Manual,First Owner,2,0,0
Toyota Etios V,415000,11,40771,Toyota,Petrol,Manual,First Owner,2,0,0
Maruti Celerio VXI AT,395000,9,30500,Maruti,Petrol,Automatic,Second Owner,3,-1,0
Toyota Etios Liva 1.2 G,430000,10,42000,Toyota,Petrol,Manual,Second Owner,2,3,0
Toyota Corolla H6,215000,17,55800,Toyota,Petrol,Manual,Second Owner,1,3,0
Renault Duster RXL AWD,550000,10,66569,Renault,Diesel,Manual,First Owner,0,1,0
Volkswagen Polo 1.5 TDI Trendline,415000,10,81358,Volkswagen,Diesel,Manual,First Owner,0,1,0
Volkswagen Polo 1.5 TDI Comfortline,450000,9,82695,Volkswagen,Diesel,Manual,First Owner,0,1,0
Ford Figo Diesel EXI,285000,10,68293,Ford,Diesel,Manual,Second Owner,0,2,0
Honda Jazz VX CVT,580000,8,32000,Honda,Petrol,Automatic,First Owner,3,5,0
Maruti Swift Dzire Tour LDI,300000,10,190621,Maruti,Diesel,Manual,First Owner,0,1,0
Hyundai Verna CRDi 1.6 SX Option,1200000,6,60000,Hyundai,Diesel,Manual,First Owner,0,1,0
Maruti 800 Std MPFi,78000,18,64700,Maruti,Petrol,Manual,First Owner,1,0,0
Tata Zest Quadrajet 1.3 75PS XE,400000,8,88470,Tata,Diesel,Manual,First Owner,0,1,0
Hyundai Verna 1.6 CRDI SX Option,850000,8,75000,Hyundai,Diesel,Manual,First Owner,0,1,0
Volkswagen Vento Diesel Highline,450000,11,120000,Volkswagen,Diesel,Manual,Second Owner,0,2,0
Mercedes-Benz E-Class E250 CDI Blue Efficiency,2500000,12,35000,Mercedes-Benz,Diesel,Automatic,First Owner,3,-1,0
Toyota Etios 1.4 VXD,780000,7,70000,Toyota,Diesel,Manual,First Owner,0,1,0
Toyota Fortuner 2.8 2WD AT BSIV,3200000,7,57000,Toyota,Diesel,Automatic,First Owner,3,-1,0
Maruti Alto 800 VXI,350000,4,1000,Maruti,Petrol,Manual,First Owner,2,0,0
Mahindra Quanto C6,285000,11,120000,Mahindra,Diesel,Manual,Second Owner,0,2,0
Volkswagen Vento 1.5 TDI Highline,525000,9,98000,Volkswagen,Diesel,Manual,First Owner,0,1,0
Maruti Ciaz ZDi,550000,10,90000,Maruti,Diesel,Manual,Second Owner,0,2,0
Volkswagen Ameo 1.5 TDI Comfortline,580000,6,70000,Volkswagen,Diesel,Manual,First Owner,0,1,0
Tata Nano CX SE,75000,11,25000,Tata,Petrol,Manual,Third Owner,1,6,0
Tata Manza Aura Quadrajet,185000,15,60000,Tata,Diesel,Manual,Third Owner,1,7,0
Maruti Omni E 8 Str STD,110000,17,90000,Maruti,Petrol,Manual,Fourth & Above Owner,1,9,0
Honda City 1.5 EXI,180000,20,200000,Honda,Petrol,Manual,Second Owner,1,-1,1
Volkswagen Polo Diesel Comfortline 1.2L,350000,14,110000,Volkswagen,Diesel,Manual,Second Owner,1,2,0
Chevrolet Optra 1.6 LS,60000,19,126000,Chevrolet,Petrol,Manual,Second Owner,1,3,1
Mahindra TUV 300 T10,695000,6,70000,Mahindra,Diesel,Manual,First Owner,0,1,0
Mahindra Alturas G4 4X2 AT BSIV,2700000,5,5000,Mahindra,Diesel,Automatic,First Owner,3,8,0
Maruti Zen Estilo LX BSIII,135000,17,74183,Maruti,Petrol,Manual,Second Owner,1,3,0
Mahindra Bolero Power Plus Plus AC BSIV PS,640000,9,70000,Mahindra,Diesel,Manual,Second Owner,0,2,0
Maruti Alto 800 VXI,160000,10,90000,Maruti,Petrol,Manual,First Owner,2,0,0
Tata Indica LXI,80000,20,46000,Tata,Petrol,Manual,Second Owner,1,3,0
Maruti Swift Dzire VDI,340000,11,110000,Maruti,Diesel,Manual,Second Owner,0,2,0
Maruti Ritz VDi,110000,12,80000,Maruti,Diesel,Manual,Second Owner,0,2,0
Tata Sumo Gold EX,250000,11,90000,Tata,Diesel,Manual,Second Owner,0,2,0
